ID,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121
APP-002,0.562846438,0.582583268,0.611450318,0.639594611,0.667610942,0.694885895,0.721748366,0.748431659,0.774956574,0.800436643,0.825902587,0.851075885,0.875052007,0.897858821,0.919522899,0.939211044,0.957187168,0.971911908,0.984300129,0.993091424,0.998117757,0.999921096,0.997856207,0.992064128,0.982729713,0.969942273,0.953594068,0.934511192,0.912881656,0.888968055,0.862890785,0.835136633,0.806090187,0.776190472,0.745809416,0.714805416,0.683746473,0.652598868,0.621523493,0.590591103,0.55985587,0.529190198,0.498874966,0.468692233,0.438851132,0.409236616,0.380037823,0.351129536,0.322935232,0.295172854,0.268372707,0.24232168,0.217383582,0.193670475,0.171182235,0.150292142,0.130821743,0.11295795,0.096922322,0.08254757,0.069848053,0.058926705,0.049609964,0.041960699,0.035849495,0.031107515,0.02774384,0.025573698,0.024474681,0.024372315,0.025113719,0.026504513,0.028505644,0.030942208,0.033695665,0.036602689,0.039625738,0.042579134,0.045379663,0.047943797,0.050187459,0.052024568,0.053406552,0.054250871,0.054590059,0.054405977,0.053631026,0.05232755,0.050579951,0.048350849,0.045729508,0.042787894,0.039596496,0.03618595,0.03267049,0.029117498,0.025576714,0.022095337,0.018760303,0.015594231,0.012650395,0.009957951,0.007556107,0.005460966,0.003664015,0.002230014,0.001144246,0.000428777,6.01E-05,4.66E-05,0.000432326,0.001171694,0.002277821,0.003733312,0.00555577,0.007735543,0.010262683,0.013112807,0.016318281,0.019857343,0.019857343
APP-004,0.999274204,0.99977477,0.999038695,0.996378911,0.992578984,0.987444024,0.981443966,0.974390291,0.966026327,0.957911431,0.948488932,0.938456015,0.928098449,0.917147034,0.905517544,0.893127333,0.880515417,0.866617756,0.852256334,0.837049353,0.821026614,0.804143243,0.786448138,0.768052775,0.749551096,0.730389169,0.711261328,0.692102274,0.673306681,0.654787446,0.63742622,0.620692244,0.604785841,0.590291551,0.576957297,0.565229732,0.554491757,0.545435049,0.537488069,0.531174995,0.526072318,0.522197648,0.519405933,0.517765854,0.516863554,0.516779877,0.517365997,0.518217357,0.519528018,0.520870195,0.522203082,0.523297764,0.524116737,0.524517713,0.524323407,0.523484739,0.521860814,0.519351998,0.515887719,0.511431194,0.505978629,0.499415558,0.491750369,0.48311434,0.47337936,0.462664578,0.451004376,0.438567746,0.425315864,0.411487197,0.396988601,0.382037372,0.366691731,0.35102129,0.335157077,0.319100673,0.303012211,0.286928594,0.270935953,0.255114175,0.239492951,0.224130107,0.209090454,0.194438946,0.180215979,0.166420765,0.153114782,0.140296894,0.128051221,0.116329153,0.105211871,0.09467785,0.084729607,0.075358321,0.066595804,0.058403844,0.050807693,0.043798169,0.037367243,0.031501362,0.026165544,0.02138064,0.017109774,0.013346705,0.010074835,0.007291588,0.004968177,0.003095971,0.001697916,0.000713685,0.000145981,0,0.000245096,0.00087498,0.001869143,0.003227096,0.004929549,0.006955582,0.009295309,0.011938213,0.011938213
APP-005,1,0.984434425,0.881844862,0.777979259,0.696933755,0.61505255,0.551921105,0.490336636,0.445178889,0.404573896,0.375086709,0.353249171,0.337445326,0.331280856,0.328106676,0.33033465,0.334730405,0.34051463,0.347002575,0.353801701,0.360897074,0.368300046,0.375904153,0.384353377,0.394048328,0.404577807,0.41688813,0.430278193,0.444433353,0.459334433,0.475313905,0.490784946,0.505905691,0.520322923,0.533721716,0.545931676,0.556762936,0.566098096,0.574023632,0.579745798,0.58438956,0.588174915,0.59088109,0.593344182,0.595649643,0.597736359,0.600307743,0.603780706,0.608128216,0.612798355,0.618455688,0.62451822,0.631249642,0.638592636,0.645381375,0.652223082,0.657615426,0.66145813,0.663198946,0.661765344,0.657434422,0.65012226,0.640612744,0.628753162,0.615902939,0.601672381,0.587786424,0.573616985,0.560208278,0.547396928,0.535543437,0.524482469,0.51470175,0.505636221,0.497352571,0.48988064,0.482923395,0.476820107,0.471077427,0.465567188,0.460224719,0.45519051,0.450018286,0.444720897,0.439048626,0.433247411,0.426973831,0.420298675,0.41320918,0.405484228,0.397227216,0.388390903,0.378941207,0.368902312,0.35835232,0.347366752,0.335806233,0.323849587,0.311488503,0.298791631,0.285780654,0.272529539,0.258970482,0.245255749,0.23134099,0.217307232,0.203177218,0.188943052,0.174605833,0.160190041,0.145772962,0.1312918,0.116839673,0.102362249,0.087930497,0.073539889,0.059220944,0.044990179,0.030827447,0.016803016,0.016803016
APP-006,0,0.005726486,0.027563308,0.050006657,0.072345267,0.094580486,0.116989779,0.139524064,0.161790388,0.183873089,0.205894968,0.227805766,0.249096813,0.269790997,0.290207814,0.310154747,0.329440199,0.348381367,0.366288558,0.383927858,0.401060864,0.417485088,0.433718349,0.449122845,0.464240899,0.479145169,0.493186259,0.507120163,0.520034217,0.532698434,0.544831689,0.55629774,0.567142497,0.577352571,0.586982635,0.59609406,0.604797903,0.612981627,0.621022942,0.628523942,0.63583752,0.643258191,0.650314387,0.657735188,0.665244256,0.673153274,0.681480622,0.690095803,0.699470783,0.709535865,0.719849158,0.731331699,0.743311816,0.756190418,0.769408079,0.783571434,0.798075814,0.812985715,0.828387076,0.843917125,0.859296161,0.874681837,0.889628664,0.904225826,0.918237764,0.931287865,0.943450794,0.954676637,0.96459741,0.97362288,0.981169082,0.987439323,0.992568648,0.996255829,0.998637728,0.999762755,0.999732119,0.99831802,0.995652729,0.991801987,0.986918421,0.980945925,0.973990687,0.966281849,0.957731446,0.948640552,0.938904684,0.928811378,0.918408153,0.907647896,0.896724542,0.885550946,0.874291974,0.862954667,0.85147803,0.840000621,0.828443182,0.816751481,0.805012331,0.793188154,0.781179697,0.76907665,0.756717273,0.744225344,0.731412322,0.718422295,0.705128047,0.691501717,0.677540124,0.663251001,0.648642201,0.633666779,0.618437741,0.602905853,0.587140208,0.571177242,0.555063477,0.538891412,0.522678249,0.506485347,0.506485347
APP-008,0.724873634,0.728262146,0.734355812,0.740906437,0.748125756,0.756041252,0.764628912,0.773864375,0.784144395,0.79518593,0.807393874,0.820172264,0.833806735,0.848262091,0.862921878,0.87808693,0.893271239,0.90861783,0.923550444,0.937665462,0.950944221,0.962831329,0.973675946,0.98275406,0.990096061,0.995386904,0.998545094,0.999840653,0.998293117,0.99457577,0.988478914,0.98008987,0.969130668,0.956212295,0.940720695,0.923499701,0.904062995,0.882933324,0.860242464,0.835854232,0.810442204,0.783899244,0.756402321,0.728256394,0.699467001,0.670395465,0.641109456,0.611576365,0.582320379,0.553126521,0.524322808,0.4959026,0.468035926,0.440668676,0.41409514,0.388178649,0.363101556,0.338844691,0.315365256,0.292908047,0.27127436,0.250585654,0.230797912,0.212006517,0.194060947,0.177084877,0.16093497,0.145775713,0.131375023,0.117898371,0.105206442,0.093396119,0.082302719,0.07205194,0.062486382,0.053730664,0.045625492,0.038275808,0.031584329,0.025604678,0.020259868,0.015576964,0.011529183,0.008096956,0.00530484,0.003107069,0.001531839,0.000502858,5.80E-05,0.000165036,0.000856267,0.002053474,0.003783765,0.006029807,0.008798576,0.012013091,0.015751406,0.019892939,0.024524505,0.029547237,0.03503519,0.040898516,0.047164524,0.053819917,0.06083669,0.068219396,0.075937457,0.084002921,0.092434271,0.101152108,0.110229323,0.119632068,0.1293663,0.139468884,0.149917665,0.160788193,0.172093634,0.183862025,0.196190026,0.209148962,0.209148962
APP-009,0,0.001597554,0.009276851,0.017299383,0.025821814,0.034759778,0.044139612,0.053943998,0.064100932,0.074729381,0.085710429,0.097073007,0.108817331,0.120911371,0.133344692,0.146071649,0.159163026,0.172649263,0.186348399,0.200378535,0.214736555,0.229413272,0.24414052,0.259103816,0.274254611,0.289556227,0.304977889,0.32042469,0.335764092,0.351121614,0.366431509,0.381584679,0.396543255,0.411092545,0.425450228,0.439724774,0.453609466,0.466953108,0.479996057,0.492637218,0.504809651,0.516673815,0.527784794,0.538532624,0.548723246,0.558635383,0.568017459,0.576804737,0.585336149,0.593480214,0.600995691,0.608163071,0.615263717,0.62185693,0.627962438,0.634113903,0.639895696,0.645812138,0.651597223,0.657519857,0.663852756,0.670554308,0.677859266,0.685764204,0.69437569,0.7040127,0.714358419,0.725419784,0.737543095,0.750398412,0.764223047,0.778666597,0.793713708,0.809521011,0.825623638,0.841929987,0.8584943,0.874896888,0.891386062,0.907369076,0.922605991,0.937199739,0.950859155,0.96305706,0.974048333,0.983398176,0.990796043,0.995997077,0.999053174,0.999881428,0.998042647,0.993485849,0.986337695,0.976534763,0.964054737,0.949019261,0.931484711,0.911477325,0.889430771,0.865242528,0.839503172,0.812243517,0.7838289,0.754414272,0.724326015,0.693856315,0.66309402,0.632511016,0.602160631,0.572196437,0.542819394,0.514199356,0.486401199,0.459536235,0.433698357,0.408912404,0.385245921,0.362693336,0.34126973,0.320997564,0.320997564
APP-010,0.062347782,0.060617264,0.052323704,0.04450724,0.037082548,0.030079671,0.023678207,0.017927563,0.012819389,0.008514408,0.005144254,0.002575496,0.000890915,9.26E-05,0.000255052,0.001335247,0.003317247,0.00626068,0.00996189,0.014649152,0.020256011,0.026580624,0.033804167,0.041801898,0.050556847,0.060107178,0.07022225,0.081038256,0.092494084,0.104464014,0.117138968,0.130202078,0.143959963,0.158184326,0.172886906,0.188094023,0.203928699,0.220227693,0.237230741,0.254968996,0.273240311,0.292103972,0.311738855,0.331939869,0.352920154,0.37461362,0.396680456,0.419475821,0.442799947,0.46677068,0.490909146,0.515701848,0.540532033,0.565744826,0.591024336,0.616471804,0.641902048,0.667251833,0.692529662,0.717398481,0.74201583,0.766228998,0.789793987,0.81295445,0.835046807,0.856414838,0.876852069,0.895948623,0.913937708,0.930460414,0.945371674,0.958672058,0.970397632,0.980071204,0.987970313,0.993976815,0.997934208,0.999762254,0.999568989,0.99740552,0.993339809,0.987041522,0.978976204,0.968911837,0.957150802,0.943539339,0.928292096,0.911553986,0.893403822,0.873904462,0.853276327,0.831540166,0.80885538,0.785396336,0.761297875,0.736689781,0.711647494,0.686437122,0.661115402,0.635751377,0.610518782,0.585467376,0.560769294,0.536434195,0.512619246,0.489349974,0.466727244,0.44477224,0.423542932,0.40308278,0.383459446,0.364616661,0.346680293,0.329608722,0.313401908,0.298129714,0.283710527,0.270198403,0.257547188,0.245757392,0.245757392
APP-011,0,0.004820442,0.034350625,0.064064301,0.094105151,0.124609222,0.155208278,0.185831629,0.21655704,0.247379994,0.278160238,0.308553905,0.338608298,0.368911431,0.398753957,0.428002037,0.456840377,0.485037887,0.513015438,0.539867954,0.566294335,0.592019849,0.617196002,0.641123284,0.664207329,0.686640263,0.708364737,0.728929314,0.748712519,0.767529151,0.785564463,0.802432716,0.818444869,0.833602643,0.847529001,0.860634815,0.872886209,0.884093598,0.894318918,0.903391742,0.911602182,0.918823101,0.925267299,0.930511113,0.935332717,0.938777244,0.941858314,0.944074922,0.945551759,0.946460255,0.9467971,0.946697943,0.946314509,0.945762961,0.944667152,0.943614812,0.942570219,0.941399871,0.940157959,0.939094261,0.9383788,0.937673949,0.937307915,0.937208914,0.937374335,0.937723875,0.938556439,0.939725381,0.941243621,0.943107328,0.945236381,0.94759197,0.950309446,0.953145685,0.956148316,0.959349166,0.962683438,0.966141682,0.969556988,0.972975044,0.976404453,0.979696232,0.982852215,0.985896289,0.98861294,0.991265636,0.993647616,0.995607207,0.997272301,0.998510025,0.999455733,0.999920941,0.999921555,0.999469098,0.998474771,0.996991809,0.994995749,0.992398411,0.989202631,0.98551223,0.981221052,0.97636997,0.970957046,0.964870529,0.958336702,0.951191372,0.943529674,0.935385437,0.926665698,0.917555971,0.907947287,0.897969865,0.887701986,0.877070012,0.86626179,0.855329735,0.844260079,0.833242055,0.822349917,0.811565207,0.811565207
APP-013,0.514415661,0.53871771,0.562933417,0.58683266,0.61001782,0.632553346,0.654964596,0.676680451,0.697235139,0.717872328,0.737663064,0.756586988,0.775532696,0.793055432,0.810892837,0.827999305,0.844912807,0.861086329,0.87630339,0.891360223,0.905125791,0.91859939,0.93119552,0.942675874,0.953027771,0.96232126,0.970309214,0.977305778,0.983143213,0.988065415,0.991267348,0.994386027,0.996396131,0.997432927,0.99882178,0.999339022,0.999726777,0.999877006,0.999477561,0.998814634,0.997893552,0.996456314,0.994064148,0.990870043,0.986552141,0.981125061,0.974213908,0.965986123,0.955929058,0.944534053,0.931622991,0.917360628,0.901874888,0.885100913,0.867738826,0.849279307,0.830482413,0.810968215,0.791410647,0.771734105,0.752090015,0.732417853,0.713054217,0.694197705,0.675668725,0.657478389,0.639996713,0.623088036,0.606733678,0.59108585,0.576062997,0.561606297,0.547838637,0.534633932,0.522060702,0.509973165,0.498308498,0.487049741,0.476114126,0.465363299,0.454865259,0.444555351,0.434264938,0.423982678,0.413734225,0.403352327,0.392919975,0.382376121,0.371658878,0.360796563,0.349725557,0.338461329,0.32709186,0.315459641,0.303614741,0.291597036,0.279448825,0.26707007,0.25454737,0.241890506,0.229100745,0.21623407,0.203286799,0.190317092,0.177349607,0.164426884,0.151589908,0.138863487,0.126286029,0.113947536,0.101834429,0.090010484,0.078497521,0.067383462,0.056653789,0.046314826,0.036421206,0.027011357,0.018058317,0.009591587,0.009591587
APP-014,0.339564439,0.342504624,0.354714752,0.366557243,0.37778625,0.388386203,0.398272818,0.407391025,0.415368805,0.422464885,0.428296995,0.432835189,0.435820862,0.437191093,0.437553871,0.436483983,0.433731936,0.429642063,0.424169147,0.417440161,0.409519487,0.399950173,0.389302744,0.377582897,0.364262713,0.350104116,0.334787447,0.318440376,0.300949856,0.282804886,0.263864181,0.244474165,0.224696913,0.204672282,0.184822004,0.165167262,0.14588926,0.127299528,0.109586362,0.092700839,0.077030403,0.062560498,0.04935546,0.037670246,0.027406592,0.018769554,0.011628897,0.006184069,0.002380283,0.000426378,0.000108012,0.001642255,0.00492152,0.010123491,0.017109562,0.026100785,0.036964433,0.049839569,0.06462211,0.08138669,0.100053386,0.120719142,0.143221303,0.167567307,0.193658591,0.221396531,0.250699869,0.281386809,0.313529377,0.346643305,0.38082506,0.415742293,0.451282328,0.487139133,0.523190296,0.559198413,0.594927616,0.630240399,0.664695424,0.698380873,0.731037629,0.762159954,0.792015054,0.820395593,0.846776312,0.871500641,0.894212146,0.91481502,0.933380267,0.949678719,0.963739251,0.97561775,0.985094678,0.992257993,0.997095073,0.999644804,0.999759178,0.997696597,0.993343469,0.98674195,0.978089648,0.967373509,0.9545802,0.940027027,0.923741785,0.905769141,0.886340633,0.865633086,0.843752706,0.820878964,0.797227163,0.77287977,0.748064339,0.722958167,0.697654002,0.672403124,0.647310091,0.622476002,0.598037859,0.574167242,0.574167242
