time_index	left_time_boundary	right_time_boundary	lambda
1	4.765014631218962	0.0	0.4304337436357222
2	4.7812477234516315	0.0	0.4304337436357222
3	4.797480815684302	0.0	0.4304337436357222
4	4.813713907916971	0.0	0.4304337436357222
5	4.82994700014964	0.0	0.4304337436357222
6	4.846180092382309	0.0	0.4304337436357222
7	4.862413184614979	0.0	0.4304337436357222
8	4.878646276847649	0.0	0.4304337436357222
9	4.894879369080318	0.0	0.4304337436357222
10	4.911112461312987	0.0	0.4304337436357222
11	4.927345553545657	0.0	0.4304337436357222
12	4.943578645778326	0.0	0.4304337436357222
13	4.959811738010996	0.0	0.4304337436357222
14	4.976044830243666	0.0	0.4304337436357222
15	4.992277922476335	0.0	0.4304337436357222
16	5.008511014709004	0.0	0.4304337436357222
17	5.024744106941673	0.0	0.4304337436357222
18	5.0409771991743435	0.0	0.4304337436357222
19	5.057210291407013	0.0	0.4304337436357222
20	5.073443383639682	0.0	0.4304337436357222
21	5.089676475872352	0.0	0.4304337436357222
22	5.105909568105021	0.0	0.4304337436357222
23	5.1221426603376905	0.0	0.4304337436357222
24	5.13837575257036	0.0	0.4304337436357222
25	5.15460884480303	0.0	0.4304337436357222
26	5.170841937035699	0.0	0.4304337436357222
27	5.187075029268368	0.0	0.4304337436357222
28	5.203308121501038	0.0	0.4304337436357222
29	5.219541213733708	0.0	0.4304337436357222
30	5.235774305966377	0.0	0.4304337436357222
31	5.252007398199046	0.0	0.4304337436357222
32	5.268240490431716	0.0	0.4304337436357222
33	5.284473582664385	0.0	0.4599711352688098
34	5.300706674897055	0.0	0.5247453762832318
35	5.316939767129724	0.0	0.5895196172976539
36	5.333172859362394	0.0	0.6542938583120795
37	5.349405951595063	0.0	0.7190680993265015
38	5.365639043827732	0.0	0.7838423403409236
39	5.381872136060402	0.0	0.8486165813553457
40	5.398105228293072	0.0	0.9133908223697713
41	5.414338320525741	0.0	0.9781650633841934
42	5.43057141275841	0.0	1.0
43	5.44680450499108	0.0	1.0
44	5.4630375972237495	0.0	1.0
45	5.479270689456419	0.0	1.0
46	5.495503781689088	0.0	1.0
47	5.511736873921758	0.0	1.0
48	5.527969966154427	0.0	1.0
49	5.5442030583870965	0.0	0.9424159193551968
50	5.560436150619767	0.0	0.8435931074125503
51	5.576669242852436	0.0	0.7447702954699092
52	5.592902335085105	0.0	0.6459474835272683
53	5.609135427317774	0.0	0.5471246715846272
54	5.625368519550444	0.0	0.44830185964198077
55	5.641601611783114	0.0	0.40691454095998447
56	5.657834704015783	0.0	0.40691454095998447
57	5.674067796248453	0.0	0.40691454095998447
58	5.690300888481122	0.0	0.40691454095998447
59	5.706533980713791	0.0	0.40691454095998447
60	5.722767072946461	0.0	0.3900760880255314
61	5.739000165179131	0.0	0.3374174991962959
62	5.7552332574118	0.0	0.2847589103670632
63	5.771466349644469	0.0	0.23210032153783056
64	5.787699441877139	0.0	0.179441732708595
65	5.8039325341098085	0.0	0.1581897680407545
66	5.820165626342478	0.0	0.1581897680407545
67	5.836398718575147	0.0	0.1581897680407545
68	5.852631810807816	0.0	0.1581897680407545
69	5.868864903040486	0.0	0.15338725304054712
70	5.8850979952731555	0.0	0.13629734810519584
71	5.901331087505826	0.0	0.1192074431698436
72	5.917564179738495	0.0	0.1021175382344923
73	5.933797271971164	0.0	0.08989207643986075
74	5.950030364203833	0.0	0.08989207643986075
