time_index	left_time_boundary	right_time_boundary	lambda
1	4.604800381987558	0.0	1.0
2	4.621033474813701	0.0	1.0
3	4.637266567639844	0.0	1.0
4	4.653499660465988	0.0	1.0
5	4.669732753292131	0.0	1.0
6	4.685965846118274	0.0	1.0
7	4.7021989389444165	0.0	1.0
8	4.7184320317705595	0.0	1.0
9	4.734665124596703	0.0	1.0
10	4.750898217422846	0.0	1.0
11	4.767131310248989	0.0	1.0
12	4.783364403075132	0.0	1.0
13	4.799597495901275	0.0	1.0
14	4.815830588727419	0.0	1.0
15	4.832063681553562	0.0	1.0
16	4.848296774379705	0.0	1.0
17	4.864529867205848	0.0	1.0
18	4.880762960031991	0.0	1.0
19	4.8969960528581336	0.0	1.0
20	4.913229145684277	0.0	1.0
21	4.92946223851042	0.0	1.0
22	4.945695331336563	0.0	1.0
23	4.961928424162706	0.0	1.0
24	4.97816151698885	0.0	1.0
25	4.994394609814993	0.0	1.0
26	5.010627702641136	0.0	1.0
27	5.026860795467279	0.0	1.0
28	5.043093888293422	0.0	1.0
29	5.059326981119565	0.0	1.0
30	5.0755600739457085	0.0	1.0
31	5.0917931667718515	0.0	1.0
32	5.108026259597994	0.0	1.0
33	5.124259352424137	0.0	0.9700289099642375
34	5.140492445250281	0.0	0.9042996376690633
35	5.156725538076424	0.0	0.8385703653738926
36	5.172958630902567	0.0	0.772841093078722
37	5.18919172372871	0.0	0.7071118207835513
38	5.205424816554853	0.0	0.6413825484883806
39	5.221657909380996	0.0	0.5756532761932099
40	5.23789100220714	0.0	0.5099240038980357
41	5.254124095033283	0.0	0.44419473160286504
42	5.2703571878594255	0.0	0.4220405409528646
43	5.2865902806855685	0.0	0.4220405409528646
44	5.302823373511711	0.0	0.4220405409528646
45	5.319056466337855	0.0	0.4220405409528646
46	5.335289559163998	0.0	0.4220405409528646
47	5.351522651990141	0.0	0.4220405409528646
48	5.367755744816284	0.0	0.4220405409528646
49	5.383988837642427	0.0	0.41503824192869293
50	5.400221930468571	0.0	0.4030230710581841
51	5.416455023294714	0.0	0.3910079001876759
52	5.432688116120857	0.0	0.37899272931716765
53	5.448921208947	0.0	0.36697755844665947
54	5.4651543017731425	0.0	0.3549623875761513
55	5.481387394599286	0.0	0.349929584832745
56	5.497620487425429	0.0	0.349929584832745
57	5.513853580251572	0.0	0.349929584832745
58	5.530086673077715	0.0	0.349929584832745
59	5.546319765903858	0.0	0.349929584832745
60	5.562552858730001	0.0	0.3517141455692665
61	5.578785951556145	0.0	0.357295934880048
62	5.595019044382288	0.0	0.36287772419082925
63	5.611252137208431	0.0	0.36845951350161044
64	5.627485230034574	0.0	0.3740413028123917
65	5.6437183228607175	0.0	0.37629360629925673
66	5.65995141568686	0.0	0.37629360629925673
67	5.676184508513003	0.0	0.37629360629925673
68	5.692417601339146	0.0	0.37629360629925673
69	5.708650694165289	0.0	0.37716565694775145
70	5.724883786991432	0.0	0.38026884301908487
71	5.741116879817576	0.0	0.3833720290904184
72	5.757349972643719	0.0	0.38647521516175176
73	5.773583065469862	0.0	0.388695251629462
74	5.789816158296005	0.0	0.388695251629462
75	5.806049251122149	0.0	0.388695251629462
76	5.822282343948292	0.0	0.388695251629462
77	5.8385154367744345	0.0	0.3877330801451541
78	5.8547485296005775	0.0	0.38596359137654673
79	5.87098162242672	0.0	0.38419410260793935
80	5.887214715252863	0.0	0.38244541277124816
81	5.903447808079006	0.0	0.38244541277124816
82	5.91968090090515	0.0	0.38244541277124816
83	5.935913993731293	0.0	0.38244541277124816
84	5.952147086557436	0.0	0.37684970785183103
85	5.96838017938358	0.0	0.3682811453272615
86	5.984613272209723	0.0	0.35971258280269247
87	6.000846365035866	0.0	0.35491511084749156
88	6.017079457862009	0.0	0.35491511084749156
89	6.0333125506881515	0.0	0.35491511084749156
90	6.0495456435142945	0.0	0.35074926196796236
91	6.065778736340437	0.0	0.33888358284336806
92	6.082011829166581	0.0	0.32701790371877315
93	6.098244921992724	0.0	0.3195242919863984
94	6.114478014818867	0.0	0.3195242919863984
95	6.13071110764501	0.0	0.3195242919863984
96	6.146944200471154	0.0	0.31679419735046305
97	6.163177293297297	0.0	0.3110807608089466
98	6.17941038612344	0.0	0.3053673242674302
99	6.195643478949583	0.0	0.3034668711736868
100	6.211876571775726	0.0	0.3034668711736868
101	6.2281096646018685	0.0	0.3034668711736868
102	6.244342757428012	0.0	0.3087140799829501
103	6.260575850254155	0.0	0.31437327950569205
104	6.276808943080298	0.0	0.31862333965443246
105	6.293042035906441	0.0	0.31862333965443246
106	6.309275128732585	0.0	0.31862333965443246
107	6.325508221558728	0.0	0.32881316598444815
108	6.341741314384871	0.0	0.34510699461549765
109	6.357974407211014	0.0	0.36057504371764404
110	6.374207500037157	0.0	0.36057504371764404
111	6.3904405928633	0.0	0.36057504371764404
112	6.4066736856894435	0.0	0.3723434860908929
113	6.4229067785155864	0.0	0.3950046660217652
114	6.439139871341729	0.0	0.4170573075141398
115	6.455372964167872	0.0	0.4170573075141398
116	6.471606056994016	0.0	0.4170573075141398
117	6.487839149820159	0.0	0.42751116018232616
118	6.504072242646302	0.0	0.4458694199990812
119	6.520305335472445	0.0	0.46159829256583673
120	6.536538428298588	0.0	0.46159829256583673
121	6.552771521124731	0.0	0.46159829256583673
122	6.569004613950875	0.0	0.46010783790626136
123	6.585237706777018	0.0	0.4581085781230507
124	6.6014707996031605	0.0	0.4568556798542045
125	6.6177038924293035	0.0	0.4568556798542045
126	6.633936985255447	0.0	0.456133280281078
127	6.65017007808159	0.0	0.4265342607799082
128	6.666403170907733	0.0	0.39693524127873836
129	6.682636263733876	0.0	0.3879537680942729
130	6.698869356560019	0.0	0.3879537680942729
131	6.715102449386162	0.0	0.3696251463929999
132	6.731335542212305	0.0	0.32236812590790653
133	6.747568635038449	0.0	0.27966953898068686
134	6.763801727864592	0.0	0.27966953898068686
135	6.780034820690735	0.0	0.27966953898068686
136	6.796267913516878	0.0	0.2405350429323592
137	6.812501006343021	0.0	0.19286944438780393
138	6.828734099169164	0.0	0.1718987361198451
139	6.844967191995307	0.0	0.1718987361198451
140	6.86120028482145	0.0	0.1604517721925157
141	6.877433377647593	0.0	0.12379498664166763
142	6.893666470473736	0.0	0.08994550530132508
143	6.909899563299879	0.0	0.08994550530132508
144	6.926132656126023	0.0	0.08994550530132508
145	6.942365748952166	0.0	0.07046297773719724
146	6.95859884177831	0.0	0.04759550927982551
147	6.9748319346044525	0.0	0.03930664997299304
148	6.991065027430595	0.0	0.03930664997299304
149	7.007298120256738	0.0	0.034122321231368144
150	7.023531213082881	0.0	0.022130078601364286
151	7.039764305909024	0.0	0.012963863073138076
152	7.055997398735167	0.0	0.012963863073138076
153	7.07223049156131	0.0	0.012722481477329796
154	7.088463584387454	0.0	0.007564801702895621
155	7.104696677213597	0.0	0.0024071219284617293
156	7.120929770039741	0.0	0.001711370644644746
157	7.137162862865884	0.0	0.001711370644644746
158	7.153395955692027	0.0	0.0011669368886110519
159	7.1696290485181695	0.0	0.00037792957481958185
160	7.1858621413443124	0.0	0.0
161	7.202095234170455	0.0	0.0
162	7.218328326996598	0.0	0.0008930714597463064
163	7.234561419822741	0.0	0.0033908917041029244
164	7.250794512648885	0.0	0.005391089768828269
165	7.267027605475028	0.0	0.005391089768828269
166	7.283260698301171	0.0	0.0056297960888982606
167	7.299493791127315	0.0	0.010876119211776569
168	7.315726883953458	0.0	0.016122442334654586
169	7.331959976779601	0.0	0.016666707556220826
170	7.348193069605744	0.0	0.016666707556220826
171	7.3644261624318865	0.0	0.022434286905523328
172	7.3806592552580295	0.0	0.03011198761987337
173	7.396892348084172	0.0	0.03311036180969391
174	7.413125440910316	0.0	0.03311036180969391
175	7.429358533736459	0.0	0.03784015255351397
176	7.445591626562602	0.0	0.04787373239529133
177	7.461824719388746	0.0	0.054531858081561496
178	7.478057812214889	0.0	0.054531858081561496
179	7.494290905041032	0.0	0.05799408249314796
180	7.510523997867175	0.0	0.07495122356734264
181	7.526757090693318	0.0	0.09064187726792076
182	7.542990183519461	0.0	0.09064187726792076
183	7.5592232763456035	0.0	0.09064187726792076
184	7.5754563691717465	0.0	0.09064187726792076
185	7.59168946199789	0.0	0.09064187726792076
186	7.607922554824033	0.0	0.09064187726792076
187	7.624155647650177	0.0	0.09064187726792076
188	7.64038874047632	0.0	0.1184506784912938
